domain,length,digit_ratio,special_chars,subdomains,has_long_random,has_idn,is_base64,is_hex_encoded,avg_subdomain_length,max_subdomain_length,domain_entropy,has_repeated_patterns,has_consecutive_chars,label
post.39d8d03b7571e0cc30e3a04625b38db92eed3686de9df71befb168917.fc68cc365d874d64f07658dc319adb2ff6bcb0b5883876f46c28650b.4099c62b76ee9b17e3c5c1a02d19456d07fa1222e813e3d84ad0298b.63f6514be.337cecb6.bot.hackbiji.top,212,0.5518867924528302,0,8,1,0,1,0,25.125,57,4.304139767435877,0,0,1
www.180.06da47412.714e2cfa.bot.hackbiji.top,43,0.3255813953488372,0,6,0,0,0,0,5.666666666666667,9,4.251164173004868,0,0,1
post.1350.05a1b6136.714e2cfa.bot.hackbiji.top,45,0.3333333333333333,0,6,0,0,0,0,6.0,9,4.23564587381899,0,0,1
post.3801cc70c7b38776136e7c6aa385c1400e79c0248e13520cdeefac11b.213118ef4e975e7ac1fe6d78b4e949c3806dad5adad433a476641889.ada50052b73a0eed3944bf524cf49c4583fdc6b0fb22c67693578d52.67b83504a.337cecb6.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.316575819353507,0,0,1
post.3401a253fe96ca38591919d5abfb791441357e5b64acd5138af02d82f.d961b14b274f7923c576fd991d04c0b4d7f28105fd9a4c3342f71a7f.32dbc1ca64c963c4a18a3335a2123bbbf26319a5cd73a769c6bff72c.144664f29.337cecb6.bot.hackbiji.top,212,0.5660377358490566,0,8,1,0,1,0,25.125,57,4.258370618545764,0,0,1
api.199c4b5c.2028a4f2.bot.hackbiji.top,38,0.2894736842105263,0,5,0,0,0,0,6.0,8,4.05360967172637,0,0,1
www.15e225818535a027a9968db02d79a24152682628e8381762c.2270447a1.2028a4f2.bot.hackbiji.top,89,0.6067415730337079,0,6,1,0,0,0,13.333333333333334,49,4.280046882120767,0,0,1
api.035df316f.337cecb6.bot.hackbiji.top,39,0.2564102564102564,0,5,0,0,0,0,6.2,9,4.109138039864114,0,0,1
post.333b65d3a5b47750c639020018c4334ba47abfd5dbb4d9d0b11d33d62.2a0bd50f1e2404a8912fb8a9ecc3bc3b12c0e42d59fd9cfc2a27d18a.2ff9683e09f9f77c7fa73216103ce5d6cc39a58eb3e1ddb45ff031a0.358a35de8.2028a4f2.bot.hackbiji.top,212,0.5283018867924528,0,8,1,0,1,0,25.125,57,4.302766621774643,0,0,1
post.140.037a7030a.2028a4f2.bot.hackbiji.top,44,0.3636363636363636,0,6,0,0,0,0,5.833333333333333,9,4.064338937154249,0,0,1
post.3cfadea473a0ec760944954545723d9d61999b1c357d651227c6a026e.816727b921eeefc5ce053858a12e82ef4edc05ac770e5facae7b55fa.4feb02219b839e8dd11c67b85d12c21b734d59d82e2426162d55428e.43f6514be.337cecb6.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.304677561141653,0,0,1
post.3b7be0d8daaa5bd74866120f54946a95555189b7925feac616f7fc54f.b15e7d42c021731d3d3b4a3c6cfb05f3903b978c05e75fa2d7dd105f.2a0af444729cb108cd1735bdf7f6e0baac3db54bfae67b4956cea81e.87ba12ef3.5a6d07fe.bot.hackbiji.top,212,0.5094339622641509,0,8,1,0,1,0,25.125,57,4.306598452997193,0,1,1
post.3ae5158303dcffe082399f1b0a9b8ce82d5bbb3d7b3fe9131a35f2994.6927367d18071faed9b300c43178035bceae00da01cccd73cd98822e.115a197683c509f77002c91ca0c930c6cbbd04a59d9a3f20d970dbfa.31ac954da.337cecb6.bot.hackbiji.top,212,0.5330188679245284,0,8,1,0,1,0,25.125,57,4.254228827517983,0,0,1
post.232d2c46f26f6effdd721c6ea1a6207822fa4147c600cc9324cb9e7e4.322d8c716a49958d34c81c97e6db37f0e2e758f4c6ab4bdb46a32bca.130fa4695.5a6d07fe.bot.hackbiji.top,155,0.5096774193548387,0,7,1,0,1,0,20.714285714285715,57,4.350781150219151,0,0,1
post.3e91c2da299beca4ac24a32ea995c5d7aede844dc62b7fd57fa3d3c10.220c40fbaa034f568eb2efc700289b640a95f84e07356aea90eedae8.bc1e2b3f9a9d269e9d03b406b37d39b2d439d75ace2cf2c61e356471.86fea7af9.5a6d07fe.bot.hackbiji.top,212,0.490566037735849,0,8,1,0,1,0,25.125,57,4.290890943592476,0,0,1
post.1300.046955c21.337cecb6.bot.hackbiji.top,45,0.3555555555555555,0,6,0,0,0,0,6.0,9,4.218870595993136,0,0,1
post.3420b28b68dc50ae73fb181a11365b3de523d656863b5f72ca367b2a4.94f176287d3cef9d263766c7e43649c65faded37351b0b7e84d06019.9c35861b8dcb261f26d6f06f1fe64176addc0519d06e1e676e5ab345.1367072eb.5a6d07fe.bot.hackbiji.top,212,0.5754716981132075,0,8,1,0,1,0,25.125,57,4.276567708278926,0,0,1
post.3b3fd9045e0ea8230860418946dbfe7bb562fbc61ad32f48000689081.5a3c9ddbb9de7cf7de2e5542ace77df92d7f7d88e7a671b039fb856a.a7cb7b1c29399a323870d1175e2ab7b1064e29704a997ed567a57cb2.44de6377c.2028a4f2.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.312857780726195,0,0,1
post.1300.0367072eb.5a6d07fe.bot.hackbiji.top,45,0.3333333333333333,0,6,0,0,0,0,6.0,9,4.199876085498172,0,0,1
post.314ab65a8ee8ae3bac0162f6ce74bb7d0816db7479492901f51743876.ae1a1b8e43972cbb37674ca6192c29329de078bb2af6bf46fde38a53.57d2fa4b4173ea30278118f88d0f6fd163000767c645e2c84c45ff98.667c10580.5a6d07fe.bot.hackbiji.top,212,0.5754716981132075,0,8,1,0,1,0,25.125,57,4.319878531658606,0,0,1
post.1b108254b678db3c244c6b383.a6ef20ee1.337cecb6.bot.hackbiji.top,66,0.3939393939393939,0,6,1,0,1,0,9.5,25,4.333638582682931,0,0,1
post.321aba9ddad0b2badd4fd11b0c95c375716c4d27edee14e354c07d737.eaf1dd93907f2b57a88c1c8cb48595a0091d8c15eb21dfa5627254ac.aa202ba7219870cb6a79fc3725165b8b03661f1ff8f0da57a5210165.21f90067f.714e2cfa.bot.hackbiji.top,212,0.5377358490566038,0,8,1,0,1,0,25.125,57,4.290256881684376,0,0,1
post.3921f0dfc366586fef31900f1bc29940878d9788ac2d2d7d516c1567c.8d5ea4c01847609258e2bf53ff12adeba0e182a40033a1cc4d3685cd.81232e5442f4f392c512aaf9caef096f0ff5222916c61397b87c2387.65a1b6136.714e2cfa.bot.hackbiji.top,212,0.5801886792452831,0,8,1,0,1,0,25.125,57,4.308943947196365,0,0,1
post.3db347eee8b558776b2ef14b9d2f49f3c56dfde56e9942a9a58b318e2.62ca0a63d87d5d3769381c6dafe339242adf724811c822b51f8edf64.018aebbac0579fcc6e42b5f8541ca5827fbc55a3ce491cf7e1dbb253.71ac954da.337cecb6.bot.hackbiji.top,212,0.5141509433962265,0,8,1,0,1,0,25.125,57,4.306442565110734,0,0,1
post.3bfc7fff03ae387fc820232abc04877fc1e84db8986714b5c36beee3d.f577341964622560411bc7a73252630841980395408da71159b4c338.730b39f7607bfc01df2d3c90589d5b5bae7002d2bd084b23b54776ea.a58a35de8.2028a4f2.bot.hackbiji.top,212,0.5943396226415094,0,8,1,0,1,0,25.125,57,4.3076544648053146,0,0,1
post.3685e76393517b25ff66d5d3028488f95091f9f97e37f2ba867fdae8e.1114a2c17af740284f6a23511c4e8e651e67c7f79ca8dfd3282e7414.0a68db8420f353dfcae73ccb3a5bb1fbb156475563ce917d9ed7f737.16ef20ee1.337cecb6.bot.hackbiji.top,212,0.5566037735849056,0,8,1,0,1,0,25.125,57,4.3051006398279625,0,0,1
api.0442c7492.5a6d07fe.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.2117021424282175,0,0,1
api.1557e5f01.5a6d07fe.bot.hackbiji.top,39,0.282051282051282,0,5,0,0,0,0,6.2,9,4.077212078381127,0,0,1
post.1300.06e1a33aa.714e2cfa.bot.hackbiji.top,45,0.2888888888888888,0,6,0,0,0,0,6.0,9,4.138656363227873,0,0,1
api.07b914801.337cecb6.bot.hackbiji.top,39,0.3076923076923077,0,5,0,0,0,0,6.2,9,4.128494129663178,0,0,1
post.37c39f51f89fa222f6e900ffaa9609d588d2140a8792470dd2068ff6c.c304bda31cd7c899d6f88820bc4a462d6002771765df12e46eca6b95.3bbd45e2c76beab0b6617fa85347624bf7a671b6fd848361f984e3c0.a1f39681e.337cecb6.bot.hackbiji.top,212,0.5613207547169812,0,8,1,0,1,0,25.125,57,4.315843070213129,0,0,1
